bet_id,timestamp,city,station,question,slug,market_id,yes_token,end_date,bucket_low_f,bucket_high_f,is_open_ended_low,is_open_ended_high,side,ask_price,stake,shares,gross_if_win,fee_if_win,net_profit_if_win,net_loss_if_lose,ensemble_prob,edge_pct,gfs_mean_f,ecmwf_mean_f,n_members,brain_multiplier,brain_rationale,status,result,actual_high_f,settled_at,pnl,is_test,metric,display_unit
highest-temperature-in-miami-on-july-15-2026-96-97f__2026-07-14T0830,2026-07-14T08:30:24Z,Miami,KMIA,Will the highest temperature in Miami be between 96-97°F on July 15?,highest-temperature-in-miami-on-july-15-2026-96-97f,2916008,71564102840111533448666552193726785616183906627595288122452695785915954968865,2026-07-15T12:00:00Z,96.0,97.0,False,False,YES,0.089,66.23231278491637,744.1833,744.1833,14.8837,663.0673,-66.2323,0.2173,12.83,89.8,91.3,206,1.0,,settled,LOST,94.8,2026-07-16T08:00:39Z,-66.2323,N,high,f
highest-temperature-in-denver-on-july-15-2026-96-97f__2026-07-14T0830,2026-07-14T08:30:29Z,Denver,KBKF,Will the highest temperature in Denver be between 96-97°F on July 15?,highest-temperature-in-denver-on-july-15-2026-96-97f,2916042,98015421981508590950429507600949181426118911048258210750846800762266124099056,2026-07-15T12:00:00Z,96.0,97.0,False,False,NO,0.061,30.808049670462765,32.8094,32.8094,0.6562,1.3452,-30.808,0.0056,5.54,91.9,91.1,206,1.0,,settled,WON,92.3,2026-07-16T08:00:40Z,1.3452,N,high,f
highest-temperature-in-seattle-on-july-16-2026-66-67f__2026-07-15T0830,2026-07-15T08:30:22Z,Seattle,KSEA,Will the highest temperature in Seattle be between 66-67°F on July 16?,highest-temperature-in-seattle-on-july-16-2026-66-67f,2929427,51939926465030874892799606454224944718153552812050747850577187823762649228154,2026-07-16T12:00:00Z,66.0,67.0,False,False,NO,0.22,100.0,128.2051,128.2051,2.5641,25.641,-100.0,0.1155,10.45,73.4,72.8,206,1.0,,settled,WON,68.9,2026-07-17T08:00:34Z,25.641,N,high,f
highest-temperature-in-nyc-on-july-16-2026-94-95f__2026-07-16T0930,2026-07-16T09:30:14Z,New York City,KLGA,Will the highest temperature in New York City be between 94-95°F on July 16?,highest-temperature-in-nyc-on-july-16-2026-94-95f,2929439,464807072914236903555855999125496689338627573836819278098911096686631977879,2026-07-16T12:00:00Z,94.0,95.0,False,False,YES,0.17,43.30753525080716,254.7502,254.7502,5.095,206.3477,-43.3075,0.2399,6.99,93.3,93.3,206,1.0,,settled,LOST,91.2,2026-07-17T08:00:35Z,-43.3075,N,high,f
highest-temperature-in-chicago-on-july-17-2026-94-95f__2026-07-16T1000,2026-07-16T10:00:26Z,Chicago,KORD,Will the highest temperature in Chicago be between 94-95°F on July 17?,highest-temperature-in-chicago-on-july-17-2026-94-95f,2941473,24304461952691111562634704478168163675722635553466827575721579588831743981194,2026-07-17T12:00:00Z,94.0,95.0,False,False,YES,0.102,66.72312453012867,654.1483,654.1483,13.083,574.3422,-66.7231,0.221,11.9,93.4,93.2,206,1.0,,settled,LOST,90.0,2026-07-18T08:00:32Z,-66.7231,N,high,f
highest-temperature-in-denver-on-july-17-2026-96-97f__2026-07-16T1300,2026-07-16T13:00:17Z,Denver,KBKF,Will the highest temperature in Denver be between 96-97°F on July 17?,highest-temperature-in-denver-on-july-17-2026-96-97f,2941520,51608391695783322514314452689482150254028391598783082018577320175717784037494,2026-07-17T12:00:00Z,96.0,97.0,False,False,NO,0.06,100.0,106.383,106.383,2.1277,4.2553,-100.0,0.0,6.0,90.9,91.7,206,1.0,,settled,WON,90.9,2026-07-18T08:00:33Z,4.2553,N,high,f
highest-temperature-in-denver-on-july-17-2026-94-95f__2026-07-16T2230,2026-07-16T22:30:29Z,Denver,KBKF,Will the highest temperature in Denver be between 94-95°F on July 17?,highest-temperature-in-denver-on-july-17-2026-94-95f,2941519,64984942869232422801851417835337720793906185060671068059734730963471795107664,2026-07-17T12:00:00Z,94.0,95.0,False,False,NO,0.28,59.534700219064234,82.6871,82.6871,1.6537,21.4987,-59.5347,0.0233,25.67,90.5,91.6,206,1.0,,settled,WON,90.9,2026-07-18T08:00:34Z,21.4987,N,high,f
highest-temperature-in-nyc-on-july-17-2026-82-83f__2026-07-17T0830,2026-07-17T08:30:22Z,New York City,KLGA,Will the highest temperature in New York City be between 82-83°F on July 17?,highest-temperature-in-nyc-on-july-17-2026-82-83f,2941426,113147255588132480412413457510940775123815679391634373343473485479303070224743,2026-07-17T12:00:00Z,82.0,83.0,False,False,YES,0.069,52.08420494161227,754.8435,754.8435,15.0969,687.6624,-52.0842,0.1703,10.13,88.8,88.0,206,1.0,,settled,LOST,87.4,2026-07-18T08:00:34Z,-52.0842,N,high,f
lowest-temperature-in-nyc-on-july-18-2026-76-77f__2026-07-17T1100,2026-07-17T11:00:14Z,New York City,KLGA,Will the lowest temperature in New York City be between 76-77°F on July 18?,lowest-temperature-in-nyc-on-july-18-2026-76-77f,2954383,26145145719204551553761329860614996864241304193260562639757224819207395941827,2026-07-18T12:00:00Z,76.0,77.0,False,False,NO,0.19,94.0277503091948,116.0836,116.0836,2.3217,19.7342,-94.0278,0.0627,12.73,74.2,73.1,206,1.0,,settled,WON,71.4,2026-07-19T08:00:39Z,19.7342,N,low,f
lowest-temperature-in-miami-on-july-19-2026-74-75f__2026-07-18T1330,2026-07-18T13:30:23Z,Miami,KMIA,Will the lowest temperature in Miami be between 74-75°F on July 19?,lowest-temperature-in-miami-on-july-19-2026-74-75f,2967523,52296208049518844735547157702617219191164448656392544640045150218840983560328,2026-07-19T12:00:00Z,74.0,75.0,False,False,NO,0.157,100.0,118.624,118.624,2.3725,16.2515,-100.0,0.0917,6.53,82.7,81.2,206,1.0,,settled,WON,79.5,2026-07-20T08:00:33Z,16.2515,N,low,f
highest-temperature-in-miami-on-july-19-2026-94-95f__2026-07-18T1800,2026-07-18T18:00:14Z,Miami,KMIA,Will the highest temperature in Miami be between 94-95°F on July 19?,highest-temperature-in-miami-on-july-19-2026-94-95f,2967349,95694609149827505298863772050369658590875889148749664524608011795824007728803,2026-07-19T12:00:00Z,94.0,95.0,False,False,NO,0.2,100.0,125.0,125.0,2.5,22.5,-100.0,0.1467,5.33,88.5,88.1,206,1.0,,settled,WON,91.9,2026-07-20T08:00:34Z,22.5,N,high,f
lowest-temperature-in-miami-on-july-20-2026-78-79f__2026-07-19T1400,2026-07-19T14:00:17Z,Miami,KMIA,Will the lowest temperature in Miami be between 78-79°F on July 20?,lowest-temperature-in-miami-on-july-20-2026-78-79f,2979374,44262474879617429995317164355871468624256782543674877665656236142579074129036,2026-07-20T12:00:00Z,78.0,79.0,False,False,NO,0.24,100.0,131.5789,131.5789,2.6316,28.9473,-100.0,0.0594,18.06,83.1,81.8,206,1.0,,settled,WON,80.1,2026-07-21T08:00:35Z,28.9473,N,low,f
highest-temperature-in-miami-on-july-21-2026-94-95f__2026-07-20T0300,2026-07-20T03:00:23Z,Miami,KMIA,Will the highest temperature in Miami be between 94-95°F on July 21?,highest-temperature-in-miami-on-july-21-2026-94-95f,2995431,83611894521943626706403159286267114324750465715905395227478318318338473080693,2026-07-21T12:00:00Z,94.0,95.0,False,False,NO,0.16,53.37434000000002,63.5409,63.5409,1.2708,8.8957,-53.3743,0.0939,6.61,89.2,90.0,206,1.0,,settled,WON,90.0,2026-07-22T08:00:33Z,8.8957,N,high,f
highest-temperature-in-denver-on-july-20-2026-102-103f__2026-07-20T0930,2026-07-20T09:30:20Z,Denver,KBKF,Will the highest temperature in Denver be between 102-103°F on July 20?,highest-temperature-in-denver-on-july-20-2026-102-103f,2979247,15017877936151895397546039601102024760764939750262477792969021831074659402267,2026-07-20T12:00:00Z,102.0,103.0,False,False,NO,0.096,100.0,110.6195,110.6195,2.2124,8.4071,-100.0,0.0,9.6,98.1,97.4,206,1.0,,settled,WON,99.3,2026-07-21T08:00:36Z,8.4071,N,high,f
highest-temperature-in-chicago-on-july-21-2026-82-83f__2026-07-20T1230,2026-07-20T12:30:27Z,Chicago,KORD,Will the highest temperature in Chicago be between 82-83°F on July 21?,highest-temperature-in-chicago-on-july-21-2026-82-83f,2995438,89877861859350492216355389315003498203013378421325077923064554524241468428557,2026-07-21T12:00:00Z,82.0,83.0,False,False,NO,0.21,100.0,126.5823,126.5823,2.5316,24.0507,-100.0,0.0809,12.91,85.0,85.9,206,1.0,,settled,WON,84.9,2026-07-22T08:00:34Z,24.0507,N,high,f
highest-temperature-in-san-francisco-on-july-22-2026-76-77f__2026-07-21T1400,2026-07-21T14:00:17Z,San Francisco,KSFO,Will the highest temperature in San Francisco be between 76-77°F on July 22?,highest-temperature-in-san-francisco-on-july-22-2026-76-77f,3009131,88100131554627288534421506870590455485636925976092870365519378423694507314944,2026-07-22T12:00:00Z,76.0,77.0,False,False,NO,0.22,100.0,128.2051,128.2051,2.5641,25.641,-100.0,0.1311,8.89,75.0,75.1,206,1.0,,settled,WON,71.4,2026-07-23T08:00:38Z,25.641,N,high,f
highest-temperature-in-chicago-on-july-22-2026-68-69f__2026-07-21T1830,2026-07-21T18:30:23Z,Chicago,KORD,Will the highest temperature in Chicago be between 68-69°F on July 22?,highest-temperature-in-chicago-on-july-22-2026-68-69f,3009073,67087736727499000805327605943479485228731510937915312214679009821232166039824,2026-07-22T12:00:00Z,68.0,69.0,False,False,NO,0.057,100.0,106.0445,106.0445,2.1209,3.9236,-100.0,0.0023,5.47,75.2,74.4,206,1.0,,settled,WON,72.9,2026-07-23T08:00:38Z,3.9236,N,high,f
highest-temperature-in-san-francisco-on-july-22-2026-74-75f__2026-07-22T1000,2026-07-22T10:00:36Z,San Francisco,KSFO,Will the highest temperature in San Francisco be between 74-75°F on July 22?,highest-temperature-in-san-francisco-on-july-22-2026-74-75f,3009130,3636702506775850018464524268293949307443390905190103780763313786058068884442,2026-07-22T12:00:00Z,74.0,75.0,False,False,NO,0.32,100.0,147.0588,147.0588,2.9412,44.1176,-100.0,0.1769,14.31,74.0,73.6,206,1.0,,settled,WON,71.4,2026-07-23T08:00:40Z,44.1176,N,high,f
highest-temperature-in-seattle-on-july-23-2026-80-81f__2026-07-22T1200,2026-07-22T12:00:22Z,Seattle,KSEA,Will the highest temperature in Seattle be between 80-81°F on July 23?,highest-temperature-in-seattle-on-july-23-2026-80-81f,3023908,95547443051485418033169888220215447919522503203259462435607653281450673150747,2026-07-23T12:00:00Z,80.0,81.0,False,False,YES,0.1,33.401776322559776,334.0178,334.0178,6.6804,293.9357,-33.4018,0.1641,6.41,78.1,79.6,206,1.0,,settled,LOST,75.0,2026-07-24T08:00:35Z,-33.4018,N,high,f
highest-temperature-in-houston-on-july-23-2026-94-95f__2026-07-23T0800,2026-07-23T08:00:21Z,Houston,KHOU,Will the highest temperature in Houston be between 94-95°F on July 23?,highest-temperature-in-houston-on-july-23-2026-94-95f,3023994,33761075381256390996603523560546480848901754131279135277245276806753889315679,2026-07-23T12:00:00Z,94.0,95.0,False,False,NO,0.2,35.10268367744027,43.8784,43.8784,0.8776,7.8981,-35.1027,0.0954,10.46,93.2,92.0,206,1.0,,settled,WON,88.7,2026-07-24T08:00:36Z,7.8981,N,high,f
highest-temperature-in-dallas-on-july-24-2026-100-101f__2026-07-23T1630,2026-07-23T16:30:16Z,Dallas,KDAL,Will the highest temperature in Dallas be between 100-101°F on July 24?,highest-temperature-in-dallas-on-july-24-2026-100-101f,3048548,62447047798686160941075613327899486686620410775022750472428607070912201815095,2026-07-24T12:00:00Z,100.0,101.0,False,False,YES,0.08,77.55572049683408,969.4465,969.4465,19.3889,872.5018,-77.5557,0.2109,13.09,99.4,99.3,206,1.0,,settled,LOST,97.2,2026-07-25T08:00:35Z,-77.5557,N,high,f
highest-temperature-in-austin-on-july-24-2026-98-99f__2026-07-23T1701,2026-07-23T17:01:05Z,Austin,KAUS,Will the highest temperature in Austin be between 98-99°F on July 24?,highest-temperature-in-austin-on-july-24-2026-98-99f,3048593,3643978280341916002922481392648118511237282536492636528044712170362001642837,2026-07-24T12:00:00Z,98.0,99.0,False,False,YES,0.13,35.171929175080734,270.5533,270.5533,5.4111,229.9703,-35.1719,0.1882,5.82,97.5,96.4,206,1.0,,settled,LOST,94.6,2026-07-25T08:00:36Z,-35.1719,N,high,f
highest-temperature-in-miami-on-july-25-2026-94-95f__2026-07-24T0300,2026-07-24T03:00:18Z,Miami,KMIA,Will the highest temperature in Miami be between 94-95°F on July 25?,highest-temperature-in-miami-on-july-25-2026-94-95f,3074161,112016295496572671590598934686974839032218002837753384079244341392515820167544,2026-07-25T12:00:00Z,94.0,95.0,False,False,YES,0.11,29.761483858835962,270.5589,270.5589,5.4112,235.3862,-29.7615,0.1612,5.12,89.5,88.5,206,1.0,,settled,LOST,88.7,2026-07-26T08:00:31Z,-29.7615,N,high,f
highest-temperature-in-denver-on-july-25-2026-102-103f__2026-07-24T0800,2026-07-24T08:00:30Z,Denver,KBKF,Will the highest temperature in Denver be between 102-103°F on July 25?,highest-temperature-in-denver-on-july-25-2026-102-103f,3074193,79935312906040580308821244821478116033087106852698243114477404419225520683881,2026-07-25T12:00:00Z,102.0,103.0,False,False,NO,0.08,100.0,108.6957,108.6957,2.1739,6.5218,-100.0,0.003,7.7,98.8,97.3,206,1.0,,settled,WON,99.7,2026-07-26T08:00:33Z,6.5218,N,high,f
highest-temperature-in-dallas-on-july-25-2026-96-97f__2026-07-24T0900,2026-07-24T09:00:39Z,Dallas,KDAL,Will the highest temperature in Dallas be between 96-97°F on July 25?,highest-temperature-in-dallas-on-july-25-2026-96-97f,3074132,24553456091654457610845484656187466059766106332601417092684616711399840366529,2026-07-25T12:00:00Z,96.0,97.0,False,False,NO,0.18,100.0,121.9512,121.9512,2.439,19.5122,-100.0,0.0464,13.36,102.2,103.3,206,1.0,,settled,WON,100.8,2026-07-26T08:00:34Z,19.5122,N,high,f
highest-temperature-in-dallas-on-july-26-2026-98-99f__2026-07-25T0130,2026-07-25T01:30:21Z,Dallas,KDAL,Will the highest temperature in Dallas be between 98-99°F on July 26?,highest-temperature-in-dallas-on-july-26-2026-98-99f,3094803,3880214381478715113321639035544631930402532421774801508366721242966232572051,2026-07-26T12:00:00Z,98.0,99.0,False,False,NO,0.34,33.833566469249206,51.263,51.263,1.0253,16.4042,-33.8336,0.1488,19.12,105.0,104.7,206,1.0,,settled,WON,101.1,2026-07-27T08:00:44Z,16.4042,N,high,f
highest-temperature-in-chicago-on-july-26-2026-88-89f__2026-07-25T1230,2026-07-25T12:30:12Z,Chicago,KORD,Will the highest temperature in Chicago be between 88-89°F on July 26?,highest-temperature-in-chicago-on-july-26-2026-88-89f,3094836,32897199088222733854847689916890139022486094171863429497860345840208331475449,2026-07-26T12:00:00Z,88.0,89.0,False,False,NO,0.21,100.0,126.5823,126.5823,2.5316,24.0507,-100.0,0.1034,10.66,92.8,92.6,206,1.0,,settled,WON,95.2,2026-07-27T08:00:45Z,24.0507,N,high,f
highest-temperature-in-chicago-on-july-27-2026-84-85f__2026-07-26T0830,2026-07-26T08:30:23Z,Chicago,KORD,Will the highest temperature in Chicago be between 84-85°F on July 27?,highest-temperature-in-chicago-on-july-27-2026-84-85f,3108625,47215795956945605908045702929578153442048549371379935918997118929156160227478,2026-07-27T12:00:00Z,84.0,85.0,False,False,NO,0.12,100.0,113.6364,113.6364,2.2727,11.3637,-100.0,0.028,9.2,93.9,92.4,206,1.0,,settled,WON,80.1,2026-07-28T08:00:35Z,11.3637,N,high,f
lowest-temperature-in-nyc-on-july-27-2026-66-67f__2026-07-26T1630,2026-07-26T16:30:18Z,New York City,KLGA,Will the lowest temperature in New York City be between 66-67°F on July 27?,lowest-temperature-in-nyc-on-july-27-2026-66-67f,3113166,83351604658685821577666183949197151906257755742257886023930979887706256296523,2026-07-27T12:00:00Z,66.0,67.0,False,False,NO,0.19,100.0,123.4568,123.4568,2.4691,20.9877,-100.0,0.0567,13.33,71.9,70.1,206,1.0,,settled,WON,69.8,2026-07-28T08:00:36Z,20.9877,N,low,f
highest-temperature-in-miami-on-july-27-2026-92-93f__2026-07-26T1800,2026-07-26T18:00:18Z,Miami,KMIA,Will the highest temperature in Miami be between 92-93°F on July 27?,highest-temperature-in-miami-on-july-27-2026-92-93f,3108615,11039823315864280977538233968347605466017504908905597105917739321071485028435,2026-07-27T12:00:00Z,92.0,93.0,False,False,NO,0.2,20.929213530750815,26.1615,26.1615,0.5232,4.7091,-20.9292,0.1204,7.96,88.9,87.3,206,1.0,,settled,WON,89.2,2026-07-28T08:00:36Z,4.7091,N,high,f
highest-temperature-in-dallas-on-july-28-2026-98-99f__2026-07-27T1030,2026-07-27T10:30:38Z,Dallas,KDAL,Will the highest temperature in Dallas be between 98-99°F on July 28?,highest-temperature-in-dallas-on-july-28-2026-98-99f,3122495,49175750356270871342470057070125456012244711084185689854123715170035452324464,2026-07-28T12:00:00Z,98.0,99.0,False,False,NO,0.13,100.0,114.9425,114.9425,2.2988,12.6436,-100.0,0.0536,7.64,106.4,105.1,206,1.0,,settled,WON,102.4,2026-07-29T08:00:42Z,12.6436,N,high,f
highest-temperature-in-chicago-on-july-28-2026-78-79f__2026-07-27T2230,2026-07-27T22:30:16Z,Chicago,KORD,Will the highest temperature in Chicago be between 78-79°F on July 28?,highest-temperature-in-chicago-on-july-28-2026-78-79f,3122529,34108685543172131654483292004697519579601208303256328405757441538321179547545,2026-07-28T12:00:00Z,78.0,79.0,False,False,NO,0.31,44.50540646924918,64.5006,64.5006,1.29,18.7052,-44.5054,0.0739,23.61,82.9,82.0,206,1.0,,settled,LOST,79.3,2026-07-29T08:00:43Z,-44.5054,N,high,f
highest-temperature-in-chicago-on-july-28-2026-76-77f__2026-07-28T0830,2026-07-28T08:30:17Z,Chicago,KORD,Will the highest temperature in Chicago be between 76-77°F on July 28?,highest-temperature-in-chicago-on-july-28-2026-76-77f,3122528,105682761493616293043160310165971239387481273970954762176274181972962920706421,2026-07-28T12:00:00Z,76.0,77.0,False,False,NO,0.24,100.0,131.5789,131.5789,2.6316,28.9473,-100.0,0.0278,21.22,80.8,79.7,206,1.0,,settled,WON,79.3,2026-07-29T08:00:43Z,28.9473,N,high,f
highest-temperature-in-nyc-on-july-29-2026-74-75f__2026-07-28T1430,2026-07-28T14:30:13Z,New York City,KLGA,Will the highest temperature in New York City be between 74-75°F on July 29?,highest-temperature-in-nyc-on-july-29-2026-74-75f,3141961,78475974922897359584118203154952892871746431997348595964897762236996468911771,2026-07-29T12:00:00Z,74.0,75.0,False,False,YES,0.06,51.866234746558206,864.4372,864.4372,17.2887,795.2822,-51.8662,0.1605,10.05,80.4,79.4,206,1.0,,settled,LOST,81.9,2026-07-30T08:00:37Z,-51.8662,N,high,f
highest-temperature-in-chicago-on-july-29-2026-78-79f__2026-07-29T0030,2026-07-29T00:30:13Z,Chicago,KORD,Will the highest temperature in Chicago be between 78-79°F on July 29?,highest-temperature-in-chicago-on-july-29-2026-78-79f,3141999,83672408949631562864335649126170986168045766335818545062080327805339798575498,2026-07-29T12:00:00Z,78.0,79.0,False,False,NO,0.23,81.38659878419264,105.6969,105.6969,2.1139,22.1964,-81.3866,0.1345,9.55,83.1,82.3,206,1.0,,settled,WON,81.1,2026-07-30T08:00:38Z,22.1964,N,high,f
highest-temperature-in-chicago-on-july-30-2026-90-91f__2026-07-29T1400,2026-07-29T14:00:22Z,Chicago,KORD,Will the highest temperature in Chicago be between 90-91°F on July 30?,highest-temperature-in-chicago-on-july-30-2026-90-91f,3194879,14457182211524538382108827777863441754987008994713740003638721607681004516658,2026-07-30T12:00:00Z,90.0,91.0,False,False,YES,0.06,68.50438625292553,1141.7398,1141.7398,22.8348,1050.4006,-68.5044,0.1857,12.57,88.6,89.9,206,1.0,,settled,LOST,88.9,2026-07-31T08:00:34Z,-68.5044,N,high,f
highest-temperature-in-dallas-on-july-31-2026-108-109f__2026-07-30T0400,2026-07-30T04:00:14Z,Dallas,KDAL,Will the highest temperature in Dallas be between 108-109°F on July 31?,highest-temperature-in-dallas-on-july-31-2026-108-109f,3215518,27951065572388014582754224060735446663359465179266526379417990743875707189559,2026-07-31T12:00:00Z,108.0,109.0,False,False,NO,0.15,100.0,117.6471,117.6471,2.3529,15.2942,-100.0,0.063,8.7,107.2,106.3,206,1.0,,settled,WON,103.8,2026-08-01T08:00:38Z,15.2942,N,high,f
highest-temperature-in-dallas-on-july-31-2026-100-101f__2026-07-30T0700,2026-07-30T07:00:32Z,Dallas,KDAL,Will the highest temperature in Dallas be between 100-101°F on July 31?,highest-temperature-in-dallas-on-july-31-2026-100-101f,3215514,34579922187081773485859509331596831469018447396858240924119833659424927714394,2026-07-31T12:00:00Z,100.0,101.0,False,False,NO,0.24,74.34100021632366,97.8171,97.8171,1.9563,21.5198,-74.341,0.039,20.1,108.1,106.3,206,1.0,,settled,WON,103.8,2026-08-01T08:00:39Z,21.5198,N,high,f
highest-temperature-in-atlanta-on-july-31-2026-88-89f__2026-07-30T1300,2026-07-30T13:00:25Z,Atlanta,KATL,Will the highest temperature in Atlanta be between 88-89°F on July 31?,highest-temperature-in-atlanta-on-july-31-2026-88-89f,3215526,54437097691657363041746481968403752964869937783075613245228508958280125032986,2026-07-31T12:00:00Z,88.0,89.0,False,False,YES,0.07,65.7419796845846,939.1711,939.1711,18.7834,854.6457,-65.742,0.1981,12.81,94.9,93.3,206,1.0,,settled,LOST,90.7,2026-08-01T08:00:40Z,-65.742,N,high,f
highest-temperature-in-chicago-on-july-31-2026-78-79f__2026-07-30T1430,2026-07-30T14:30:14Z,Chicago,KORD,Will the highest temperature in Chicago be between 78-79°F on July 31?,highest-temperature-in-chicago-on-july-31-2026-78-79f,3215546,25468132229762485229377377214876473971649893681486762732834553155445106023201,2026-07-31T12:00:00Z,78.0,79.0,False,False,NO,0.23,60.210853846166174,78.1959,78.1959,1.5639,16.4211,-60.2109,0.0501,17.99,84.0,84.1,206,1.0,,settled,WON,82.2,2026-08-01T08:00:40Z,16.4211,N,high,f
highest-temperature-in-dallas-on-august-1-2026-96-97f__2026-07-31T0900,2026-07-31T09:00:26Z,Dallas,KDAL,Will the highest temperature in Dallas be between 96-97°F on August 1?,highest-temperature-in-dallas-on-august-1-2026-96-97f,3234455,48953321493918316739289539150995902411914325781795493776073835604640459534777,2026-08-01T12:00:00Z,96.0,97.0,False,False,NO,0.3,56.46220625292551,80.6603,80.6603,1.6132,22.5849,-56.4622,0.0738,22.62,102.7,101.3,206,1.0,,settled,LOST,97.3,2026-08-02T08:00:28Z,-56.4622,N,high,f
highest-temperature-in-dallas-on-august-2-2026-94-95f__2026-08-01T0830,2026-08-01T08:30:17Z,Dallas,KDAL,Will the highest temperature in Dallas be between 94-95°F on August 2?,highest-temperature-in-dallas-on-august-2-2026-94-95f,3252404,98782486678981595117899229628815870529095181983419873252870145310633158723428,2026-08-02T12:00:00Z,94.0,95.0,False,False,NO,0.14,100.0,116.2791,116.2791,2.3256,13.9535,-100.0,0.0686,7.14,101.0,99.6,206,1.0,,settled,WON,96.8,2026-08-03T08:00:34Z,13.9535,N,high,f
highest-temperature-in-nyc-on-august-2-2026-86-87f__2026-08-01T1800,2026-08-01T18:00:25Z,New York City,KLGA,Will the highest temperature in New York City be between 86-87°F on August 2?,highest-temperature-in-nyc-on-august-2-2026-86-87f,3252398,70942014245042252434619629393718128695394329122067755137086640758939043094926,2026-08-02T12:00:00Z,86.0,87.0,False,False,NO,0.05,100.0,105.2632,105.2632,2.1053,3.1579,-100.0,0.0,5.0,83.0,81.3,206,1.0,,settled,WON,82.0,2026-08-03T08:00:35Z,3.1579,N,high,f
highest-temperature-in-nyc-on-august-2-2026-84-85f__2026-08-01T2000,2026-08-01T20:00:24Z,New York City,KLGA,Will the highest temperature in New York City be between 84-85°F on August 2?,highest-temperature-in-nyc-on-august-2-2026-84-85f,3252396,44371781363748496858769837137662232606069300536904500572148471635483347929312,2026-08-02T12:00:00Z,84.0,85.0,False,False,NO,0.26,100.0,135.1351,135.1351,2.7027,32.4324,-100.0,0.1259,13.41,83.0,81.3,206,1.0,,settled,WON,82.0,2026-08-03T08:00:36Z,32.4324,N,high,f
highest-temperature-in-denver-on-august-3-2026-98-99f__2026-08-02T1530,2026-08-02T15:30:20Z,Denver,KBKF,Will the highest temperature in Denver be between 98-99°F on August 3?,highest-temperature-in-denver-on-august-3-2026-98-99f,3278472,112204809500485932421888259666243537434495225179027751240363055011181841416008,2026-08-03T12:00:00Z,98.0,99.0,False,False,NO,0.13,43.021000000000015,49.4494,49.4494,0.989,5.4394,-43.021,0.0733,5.67,100.6,101.1,206,1.0,,settled,WON,99.9,2026-08-04T08:00:36Z,5.4394,N,high,f
highest-temperature-in-dallas-on-august-4-2026-98-99f__2026-08-03T0900,2026-08-03T09:00:29Z,Dallas,KDAL,Will the highest temperature in Dallas be between 98-99°F on August 4?,highest-temperature-in-dallas-on-august-4-2026-98-99f,3296734,89781329655840900788827044976465020914801275194436393994758643366288413742073,2026-08-04T12:00:00Z,98.0,99.0,False,False,NO,0.16,100.0,119.0476,119.0476,2.381,16.6666,-100.0,0.0382,12.18,106.0,104.9,206,1.0,,settled,WON,101.7,2026-08-05T08:00:38Z,16.6666,N,high,f
highest-temperature-in-dallas-on-august-6-2026-98-99f__2026-08-05T0300,2026-08-05T03:00:29Z,Dallas,KDAL,Will the highest temperature in Dallas be between 98-99°F on August 6?,highest-temperature-in-dallas-on-august-6-2026-98-99f,3350810,100234385285599770534193727856002803738061990006648549461555304923094773163870,2026-08-06T12:00:00Z,98.0,99.0,False,False,NO,0.25,100.0,133.3333,133.3333,2.6667,30.6666,-100.0,0.0426,20.74,101.5,102.7,206,1.0,,settled,WON,101.5,2026-08-07T08:00:31Z,30.6666,N,high,f
highest-temperature-in-austin-on-august-6-2026-102-103f__2026-08-05T0430,2026-08-05T04:30:35Z,Austin,KAUS,Will the highest temperature in Austin be between 102-103°F on August 6?,highest-temperature-in-austin-on-august-6-2026-102-103f,3350875,80466542300218829868581832337516015671262407375222873428478282585241094810293,2026-08-06T12:00:00Z,102.0,103.0,False,False,NO,0.1,100.0,111.1111,111.1111,2.2222,8.8889,-100.0,0.0092,9.08,99.7,98.0,206,1.0,,settled,WON,97.5,2026-08-07T08:00:32Z,8.8889,N,high,f
highest-temperature-in-chicago-on-august-6-2026-76-77f__2026-08-05T1230,2026-08-05T12:30:19Z,Chicago,KORD,Will the highest temperature in Chicago be between 76-77°F on August 6?,highest-temperature-in-chicago-on-august-6-2026-76-77f,3350844,51457383797756428067112825776928374776174963768933443276809090249393332445393,2026-08-06T12:00:00Z,76.0,77.0,False,False,NO,0.23,100.0,129.8701,129.8701,2.5974,27.2727,-100.0,0.0813,14.87,82.3,80.8,206,1.0,,settled,WON,79.7,2026-08-07T08:00:32Z,27.2727,N,high,f
highest-temperature-in-dallas-on-august-7-2026-96-97f__2026-08-06T0830,2026-08-06T08:30:24Z,Dallas,KDAL,Will the highest temperature in Dallas be between 96-97°F on August 7?,highest-temperature-in-dallas-on-august-7-2026-96-97f,3373001,35403591599881617625197247388341909599111468922424144084175819595800321261224,2026-08-07T12:00:00Z,96.0,97.0,False,False,NO,0.07,57.350959999999986,61.6677,61.6677,1.2334,3.0834,-57.351,0.0092,6.08,102.1,102.5,206,1.0,,settled,WON,102.6,2026-08-08T08:00:38Z,3.0834,N,high,f
